"Kode";"Bezeichnung1";"Bezeichnung2";"Bezeichnung3";"Kapitel";"Version"
"M21.2";"Flexionsdeformität";"Sonstige erworbene Deformitäten der Extremitäten";"Flexionsdeformität";"13";"2015"
"M21.20";"Flexionsdeformität: Mehrere Lokalisationen";"Sonstige erworbene Deformitäten der Extremitäten";"Flexionsdeformität";"13";"2015"
"M21.21";"Flexionsdeformität: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]";"Sonstige erworbene Deformitäten der Extremitäten";"Flexionsdeformität";"13";"2015"
"M21.22";"Flexionsdeformität: Oberarm [Humerus, Ellenbogengelenk]";"Sonstige erworbene Deformitäten der Extremitäten";"Flexionsdeformität";"13";"2015"
"M21.23";"Flexionsdeformität: Unterarm [Radius, Ulna, Handgelenk]";"Sonstige erworbene Deformitäten der Extremitäten";"Flexionsdeformität";"13";"2015"
"M21.24";"Flexionsdeformität: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]";"Sonstige erworbene Deformitäten der Extremitäten";"Flexionsdeformität";"13";"2015"
"M21.25";"Flexionsdeformität: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]";"Sonstige erworbene Deformitäten der Extremitäten";"Flexionsdeformität";"13";"2015"
"M21.26";"Flexionsdeformität: Unterschenkel [Fibula, Tibia, Kniegelenk]";"Sonstige erworbene Deformitäten der Extremitäten";"Flexionsdeformität";"13";"2015"
"M21.27";"Flexionsdeformität: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]";"Sonstige erworbene Deformitäten der Extremitäten";"Flexionsdeformität";"13";"2015"
"M21.28";"Flexionsdeformität: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]";"Sonstige erworbene Deformitäten der Extremitäten";"Flexionsdeformität";"13";"2015"
"M21.29";"Flexionsdeformität: Nicht näher bezeichnete Lokalisation";"Sonstige erworbene Deformitäten der Extremitäten";"Flexionsdeformität";"13";"2015"
"M21.3";"Fallhand oder Hängefuß (erworben)";"Sonstige erworbene Deformitäten der Extremitäten";"Fallhand oder Hängefuß (erworben)";"13";"2015"
"M21.30";"Fallhand oder Hängefuß (erworben): Mehrere Lokalisationen";"Sonstige erworbene Deformitäten der Extremitäten";"Fallhand oder Hängefuß (erworben)";"13";"2015"
"M21.33";"Fallhand oder Hängefuß (erworben): Unterarm [Radius, Ulna, Handgelenk]";"Sonstige erworbene Deformitäten der Extremitäten";"Fallhand oder Hängefuß (erworben)";"13";"2015"
"M21.37";"Fallhand oder Hängefuß (erworben): Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]";"Sonstige erworbene Deformitäten der Extremitäten";"Fallhand oder Hängefuß (erworben)";"13";"2015"
"M21.4";"Plattfuß [Pes planus] (erworben)";"Sonstige erworbene Deformitäten der Extremitäten";"Plattfuß [Pes planus] (erworben)";"13";"2015"
"M21.5";"Erworbene Klauenhand, Klumphand, erworbener Klauenfuß und Klumpfuß";"Sonstige erworbene Deformitäten der Extremitäten";"Erworbene Klauenhand, Klumphand, erworbener Klauenfuß und Klumpfuß";"13";"2015"
"M21.50";"Erworbene Klauenhand, Klumphand, erworbener Klauenfuß und Klumpfuß: Mehrere Lokalisationen";"Sonstige erworbene Deformitäten der Extremitäten";"Erworbene Klauenhand, Klumphand, erworbener Klauenfuß und Klumpfuß";"13";"2015"
"M21.54";"Erworbene Klauenhand, Klumphand, erworbener Klauenfuß und Klumpfuß: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]";"Sonstige erworbene Deformitäten der Extremitäten";"Erworbene Klauenhand, Klumphand, erworbener Klauenfuß und Klumpfuß";"13";"2015"
"M21.57";"Erworbene Klauenhand, Klumphand, erworbener Klauenfuß und Klumpfuß: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]";"Sonstige erworbene Deformitäten der Extremitäten";"Erworbene Klauenhand, Klumphand, erworbener Klauenfuß und Klumpfuß";"13";"2015"
"M21.6";"Sonstige erworbene Deformitäten des Knöchels und des Fußes";"Sonstige erworbene Deformitäten der Extremitäten";"Sonstige erworbene Deformitäten des Knöchels und des Fußes";"13";"2015"
"M21.60";"Erworbener Hohlfuß [Pes cavus]";"Sonstige erworbene Deformitäten der Extremitäten";"Sonstige erworbene Deformitäten des Knöchels und des Fußes";"13";"2015"
"M21.61";"Erworbener Knick-Plattfuß [Pes planovalgus]";"Sonstige erworbene Deformitäten der Extremitäten";"Sonstige erworbene Deformitäten des Knöchels und des Fußes";"13";"2015"
"M21.62";"Erworbener Spitzfuß [Pes equinus]";"Sonstige erworbene Deformitäten der Extremitäten";"Sonstige erworbene Deformitäten des Knöchels und des Fußes";"13";"2015"
"M21.63";"Erworbener Spreizfuß";"Sonstige erworbene Deformitäten der Extremitäten";"Sonstige erworbene Deformitäten des Knöchels und des Fußes";"13";"2015"
"M21.67";"Sonstige erworbene Deformitäten des Knöchels und des Fußes: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]";"P";"P";"13";"2012"
"M21.68";"Sonstige erworbene Deformitäten des Knöchels und des Fußes";"Sonstige erworbene Deformitäten der Extremitäten";"Sonstige erworbene Deformitäten des Knöchels und des Fußes";"13";"2015"
"M21.7";"Unterschiedliche Extremitätenlänge (erworben)";"Sonstige erworbene Deformitäten der Extremitäten";"Unterschiedliche Extremitätenlänge (erworben)";"13";"2015"
"M21.70";"Unterschiedliche Extremitätenlänge (erworben): Mehrere Lokalisationen";"Sonstige erworbene Deformitäten der Extremitäten";"Unterschiedliche Extremitätenlänge (erworben)";"13";"2015"
"M21.71";"Unterschiedliche Extremitätenlänge (erworben): Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]";"Sonstige erworbene Deformitäten der Extremitäten";"Unterschiedliche Extremitätenlänge (erworben)";"13";"2015"
"M21.72";"Unterschiedliche Extremitätenlänge (erworben): Oberarm [Humerus, Ellenbogengelenk]";"Sonstige erworbene Deformitäten der Extremitäten";"Unterschiedliche Extremitätenlänge (erworben)";"13";"2015"
"M21.73";"Unterschiedliche Extremitätenlänge (erworben): Unterarm [Radius, Ulna, Handgelenk]";"Sonstige erworbene Deformitäten der Extremitäten";"Unterschiedliche Extremitätenlänge (erworben)";"13";"2015"
"M21.74";"Unterschiedliche Extremitätenlänge (erworben): Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]";"Sonstige erworbene Deformitäten der Extremitäten";"Unterschiedliche Extremitätenlänge (erworben)";"13";"2015"
"M21.75";"Unterschiedliche Extremitätenlänge (erworben): Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]";"Sonstige erworbene Deformitäten der Extremitäten";"Unterschiedliche Extremitätenlänge (erworben)";"13";"2015"
"M21.76";"Unterschiedliche Extremitätenlänge (erworben): Unterschenkel [Fibula, Tibia, Kniegelenk]";"Sonstige erworbene Deformitäten der Extremitäten";"Unterschiedliche Extremitätenlänge (erworben)";"13";"2015"
"M21.77";"Unterschiedliche Extremitätenlänge (erworben): Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]";"Sonstige erworbene Deformitäten der Extremitäten";"Unterschiedliche Extremitätenlänge (erworben)";"13";"2015"
"M21.79";"Unterschiedliche Extremitätenlänge (erworben): Nicht näher bezeichnete Lokalisation";"Sonstige erworbene Deformitäten der Extremitäten";"Unterschiedliche Extremitätenlänge (erworben)";"13";"2015"
"M21.8";"Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten";"Sonstige erworbene Deformitäten der Extremitäten";"Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten";"13";"2015"
"M21.80";"Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten: Mehrere Lokalisationen";"Sonstige erworbene Deformitäten der Extremitäten";"Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten";"13";"2015"
"M21.81";"Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]";"Sonstige erworbene Deformitäten der Extremitäten";"Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten";"13";"2015"
"M21.82";"Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten: Oberarm [Humerus, Ellenbogengelenk]";"Sonstige erworbene Deformitäten der Extremitäten";"Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten";"13";"2015"
"M21.83";"Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten: Unterarm [Radius, Ulna, Handgelenk]";"Sonstige erworbene Deformitäten der Extremitäten";"Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten";"13";"2015"
"M21.84";"Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]";"Sonstige erworbene Deformitäten der Extremitäten";"Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten";"13";"2015"
"M21.85";"Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]";"Sonstige erworbene Deformitäten der Extremitäten";"Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten";"13";"2015"
"M21.86";"Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten: Unterschenkel [Fibula, Tibia, Kniegelenk]";"Sonstige erworbene Deformitäten der Extremitäten";"Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten";"13";"2015"
"M21.87";"Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]";"P";"P";"13";"2012"
"M21.89";"Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten: Nicht näher bezeichnete Lokalisation";"Sonstige erworbene Deformitäten der Extremitäten";"Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten";"13";"2015"
"M21.9";"Erworbene Deformität einer Extremität, nicht näher bezeichnet";"Sonstige erworbene Deformitäten der Extremitäten";"Erworbene Deformität einer Extremität, nicht näher bezeichnet";"13";"2015"
"M21.90";"Erworbene Deformität einer Extremität, nicht näher bezeichnet: Mehrere Lokalisationen";"Sonstige erworbene Deformitäten der Extremitäten";"Erworbene Deformität einer Extremität, nicht näher bezeichnet";"13";"2015"
"M21.91";"Erworbene Deformität einer Extremität, nicht näher bezeichnet: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]";"Sonstige erworbene Deformitäten der Extremitäten";"Erworbene Deformität einer Extremität, nicht näher bezeichnet";"13";"2015"
"M21.92";"Erworbene Deformität einer Extremität, nicht näher bezeichnet: Oberarm [Humerus, Ellenbogengelenk]";"Sonstige erworbene Deformitäten der Extremitäten";"Erworbene Deformität einer Extremität, nicht näher bezeichnet";"13";"2015"
"M21.93";"Erworbene Deformität einer Extremität, nicht näher bezeichnet: Unterarm [Radius, Ulna, Handgelenk]";"Sonstige erworbene Deformitäten der Extremitäten";"Erworbene Deformität einer Extremität, nicht näher bezeichnet";"13";"2015"
"M21.94";"Erworbene Deformität einer Extremität, nicht näher bezeichnet: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]";"Sonstige erworbene Deformitäten der Extremitäten";"Erworbene Deformität einer Extremität, nicht näher bezeichnet";"13";"2015"
"M21.95";"Erworbene Deformität einer Extremität, nicht näher bezeichnet: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]";"Sonstige erworbene Deformitäten der Extremitäten";"Erworbene Deformität einer Extremität, nicht näher bezeichnet";"13";"2015"
"M21.96";"Erworbene Deformität einer Extremität, nicht näher bezeichnet: Unterschenkel [Fibula, Tibia, Kniegelenk]";"Sonstige erworbene Deformitäten der Extremitäten";"Erworbene Deformität einer Extremität, nicht näher bezeichnet";"13";"2015"
"M21.97";"Erworbene Deformität einer Extremität, nicht näher bezeichnet: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]";"Sonstige erworbene Deformitäten der Extremitäten";"Erworbene Deformität einer Extremität, nicht näher bezeichnet";"13";"2015"
"M21.99";"Erworbene Deformität einer Extremität, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation";"Sonstige erworbene Deformitäten der Extremitäten";"Erworbene Deformität einer Extremität, nicht näher bezeichnet";"13";"2015"
"M22";"Krankheiten der Patella";"Krankheiten der Patella";"";"13";"2015"
"M22.0";"Habituelle Luxation der Patella";"Krankheiten der Patella";"Habituelle Luxation der Patella";"13";"2015"
"M22.1";"Habituelle Subluxation der Patella";"Krankheiten der Patella";"Habituelle Subluxation der Patella";"13";"2015"
"M22.2";"Krankheiten im Patellofemoralbereich";"Krankheiten der Patella";"Krankheiten im Patellofemoralbereich";"13";"2015"
"M22.3";"Sonstige Schädigungen der Patella";"Krankheiten der Patella";"Sonstige Schädigungen der Patella";"13";"2015"
"M22.4";"Chondromalacia patellae";"Krankheiten der Patella";"Chondromalacia patellae";"13";"2015"
"M22.8";"Sonstige Krankheiten der Patella";"Krankheiten der Patella";"Sonstige Krankheiten der Patella";"13";"2015"
"M22.9";"Krankheit der Patella, nicht näher bezeichnet";"Krankheiten der Patella";"Krankheit der Patella, nicht näher bezeichnet";"13";"2015"
"M23";"Binnenschädigung des Kniegelenkes [internal derangement]";"Binnenschädigung des Kniegelenkes [internal derangement]";"";"13";"2015"
"M23.0";"Meniskusganglion";"Binnenschädigung des Kniegelenkes [internal derangement]";"Meniskusganglion";"13";"2015"
"M23.00";"Meniskusganglion: Mehrere Lokalisationen";"Binnenschädigung des Kniegelenkes [internal derangement]";"Meniskusganglion";"13";"2015"
"M23.01";"Meniskusganglion: Vorderhorn des Innenmeniskus";"Binnenschädigung des Kniegelenkes [internal derangement]";"Meniskusganglion";"13";"2015"
"M23.02";"Meniskusganglion: Hinterhorn des Innenmeniskus";"Binnenschädigung des Kniegelenkes [internal derangement]";"Meniskusganglion";"13";"2015"
"M23.03";"Meniskusganglion: Sonstiger und nicht näher bezeichneter Teil des Innenmeniskus";"Binnenschädigung des Kniegelenkes [internal derangement]";"Meniskusganglion";"13";"2015"
"M23.04";"Meniskusganglion: Vorderhorn des Außenmeniskus";"Binnenschädigung des Kniegelenkes [internal derangement]";"Meniskusganglion";"13";"2015"
"M23.05";"Meniskusganglion: Hinterhorn des Außenmeniskus";"Binnenschädigung des Kniegelenkes [internal derangement]";"Meniskusganglion";"13";"2015"
"M23.06";"Meniskusganglion: Sonstiger und nicht näher bezeichneter Teil des Außenmeniskus";"Binnenschädigung des Kniegelenkes [internal derangement]";"Meniskusganglion";"13";"2015"
"M23.09";"Meniskusganglion: Nicht näher bezeichneter Meniskus";"Binnenschädigung des Kniegelenkes [internal derangement]";"Meniskusganglion";"13";"2015"
"M23.1";"Scheibenmeniskus (angeboren)";"Binnenschädigung des Kniegelenkes [internal derangement]";"Scheibenmeniskus (angeboren)";"13";"2015"
"M23.10";"Scheibenmeniskus (angeboren): Mehrere Lokalisationen";"Binnenschädigung des Kniegelenkes [internal derangement]";"Scheibenmeniskus (angeboren)";"13";"2015"
"M23.11";"Scheibenmeniskus (angeboren): Vorderhorn des Innenmeniskus";"P";"P";"13";"2012"
"M23.12";"Scheibenmeniskus (angeboren): Hinterhorn des Innenmeniskus";"P";"P";"13";"2012"
"M23.13";"Scheibenmeniskus (angeboren): Innenmeniskus";"Binnenschädigung des Kniegelenkes [internal derangement]";"Scheibenmeniskus (angeboren)";"13";"2015"
"M23.14";"Scheibenmeniskus (angeboren): Vorderhorn des Außenmeniskus";"P";"P";"13";"2012"
"M23.15";"Scheibenmeniskus (angeboren): Hinterhorn des Außenmeniskus";"P";"P";"13";"2012"
"M23.16";"Scheibenmeniskus (angeboren): Außenmeniskus";"Binnenschädigung des Kniegelenkes [internal derangement]";"Scheibenmeniskus (angeboren)";"13";"2015"
"M23.19";"Scheibenmeniskus (angeboren): Nicht näher bezeichneter Meniskus";"Binnenschädigung des Kniegelenkes [internal derangement]";"Scheibenmeniskus (angeboren)";"13";"2015"
"M23.2";"Meniskusschädigung durch alten Riss oder alte Verletzung";"Binnenschädigung des Kniegelenkes [internal derangement]";"Meniskusschädigung durch alten Riss oder alte Verletzung";"13";"2015"
"M23.20";"Meniskusschädigung durch alten Riss oder alte Verletzung: Mehrere Lokalisationen";"Binnenschädigung des Kniegelenkes [internal derangement]";"Meniskusschädigung durch alten Riss oder alte Verletzung";"13";"2015"
"M23.21";"Meniskusschädigung durch alten Riss oder alte Verletzung: Vorderhorn des Innenmeniskus";"Binnenschädigung des Kniegelenkes [internal derangement]";"Meniskusschädigung durch alten Riss oder alte Verletzung";"13";"2015"
"M23.22";"Meniskusschädigung durch alten Riss oder alte Verletzung: Hinterhorn des Innenmeniskus";"Binnenschädigung des Kniegelenkes [internal derangement]";"Meniskusschädigung durch alten Riss oder alte Verletzung";"13";"2015"
"M23.23";"Meniskusschädigung durch alten Riss oder alte Verletzung: Sonstiger und nicht näher bezeichneter Teil des Innenmeniskus";"Binnenschädigung des Kniegelenkes [internal derangement]";"Meniskusschädigung durch alten Riss oder alte Verletzung";"13";"2015"
"M23.24";"Meniskusschädigung durch alten Riss oder alte Verletzung: Vorderhorn des Außenmeniskus";"Binnenschädigung des Kniegelenkes [internal derangement]";"Meniskusschädigung durch alten Riss oder alte Verletzung";"13";"2015"
"M23.25";"Meniskusschädigung durch alten Riss oder alte Verletzung: Hinterhorn des Außenmeniskus";"Binnenschädigung des Kniegelenkes [internal derangement]";"Meniskusschädigung durch alten Riss oder alte Verletzung";"13";"2015"
"M23.26";"Meniskusschädigung durch alten Riss oder alte Verletzung: Sonstiger und nicht näher bezeichneter Teil des Außenmeniskus";"Binnenschädigung des Kniegelenkes [internal derangement]";"Meniskusschädigung durch alten Riss oder alte Verletzung";"13";"2015"
"M23.29";"Meniskusschädigung durch alten Riss oder alte Verletzung: Nicht näher bezeichneter Meniskus";"Binnenschädigung des Kniegelenkes [internal derangement]";"Meniskusschädigung durch alten Riss oder alte Verletzung";"13";"2015"
"M23.3";"Sonstige Meniskusschädigungen";"Binnenschädigung des Kniegelenkes [internal derangement]";"Sonstige Meniskusschädigungen";"13";"2015"
"M23.30";"Sonstige Meniskusschädigungen: Mehrere Lokalisationen";"Binnenschädigung des Kniegelenkes [internal derangement]";"Sonstige Meniskusschädigungen";"13";"2015"
"M23.31";"Sonstige Meniskusschädigungen: Vorderhorn des Innenmeniskus";"Binnenschädigung des Kniegelenkes [internal derangement]";"Sonstige Meniskusschädigungen";"13";"2015"
"M23.32";"Sonstige Meniskusschädigungen: Hinterhorn des Innenmeniskus";"Binnenschädigung des Kniegelenkes [internal derangement]";"Sonstige Meniskusschädigungen";"13";"2015"
"M23.33";"Sonstige Meniskusschädigungen: Sonstiger und nicht näher bezeichneter Teil des Innenmeniskus";"Binnenschädigung des Kniegelenkes [internal derangement]";"Sonstige Meniskusschädigungen";"13";"2015"
"M23.34";"Sonstige Meniskusschädigungen: Vorderhorn des Außenmeniskus";"Binnenschädigung des Kniegelenkes [internal derangement]";"Sonstige Meniskusschädigungen";"13";"2015"
"M23.35";"Sonstige Meniskusschädigungen: Hinterhorn des Außenmeniskus";"Binnenschädigung des Kniegelenkes [internal derangement]";"Sonstige Meniskusschädigungen";"13";"2015"
"M23.36";"Sonstige Meniskusschädigungen: Sonstiger und nicht näher bezeichneter Teil des Außenmeniskus";"Binnenschädigung des Kniegelenkes [internal derangement]";"Sonstige Meniskusschädigungen";"13";"2015"
"M23.39";"Sonstige Meniskusschädigungen: Nicht näher bezeichneter Meniskus";"Binnenschädigung des Kniegelenkes [internal derangement]";"Sonstige Meniskusschädigungen";"13";"2015"
"M23.4";"Freier Gelenkkörper im Kniegelenk";"Binnenschädigung des Kniegelenkes [internal derangement]";"Freier Gelenkkörper im Kniegelenk";"13";"2015"
"M23.40";"Freier Gelenkkörper im Kniegelenk: Mehrere Lokalisationen";"P";"P";"13";"2012"
"M23.41";"Freier Gelenkkörper im Kniegelenk: Vorderes Kreuzband oder Vorderhorn des Innenmeniskus";"P";"P";"13";"2012"
"M23.42";"Freier Gelenkkörper im Kniegelenk: Hinteres Kreuzband oder Hinterhorn des Innenmeniskus";"P";"P";"13";"2012"
"M23.43";"Freier Gelenkkörper im Kniegelenk: Innenband [Lig. collaterale tibiale] oder sonstiger und nicht näher bezeichneter Teil des Innenmeniskus";"P";"P";"13";"2012"
"M23.44";"Freier Gelenkkörper im Kniegelenk: Außenband [Lig. collaterale fibulare] oder Vorderhorn des Außenmeniskus";"P";"P";"13";"2012"
"M23.45";"Freier Gelenkkörper im Kniegelenk: Hinterhorn des Außenmeniskus";"P";"P";"13";"2012"
"M23.46";"Freier Gelenkkörper im Kniegelenk: Sonstiger und nicht näher bezeichneter Teil des Außenmeniskus";"P";"P";"13";"2012"
"M23.47";"Freier Gelenkkörper im Kniegelenk: Kapselband";"P";"P";"13";"2012"
"M23.49";"Freier Gelenkkörper im Kniegelenk: Nicht näher bezeichnetes Band oder nicht näher bezeichneter Meniskus";"P";"P";"13";"2012"
"M23.5";"Chronische Instabilität des Kniegelenkes";"Binnenschädigung des Kniegelenkes [internal derangement]";"Chronische Instabilität des Kniegelenkes";"13";"2015"
"M23.50";"Chronische Instabilität des Kniegelenkes: Mehrere Lokalisationen";"Binnenschädigung des Kniegelenkes [internal derangement]";"Chronische Instabilität des Kniegelenkes";"13";"2015"
"M23.51";"Chronische Instabilität des Kniegelenkes: Vorderes Kreuzband";"Binnenschädigung des Kniegelenkes [internal derangement]";"Chronische Instabilität des Kniegelenkes";"13";"2015"
"M23.52";"Chronische Instabilität des Kniegelenkes: Hinteres Kreuzband";"Binnenschädigung des Kniegelenkes [internal derangement]";"Chronische Instabilität des Kniegelenkes";"13";"2015"
"M23.53";"Chronische Instabilität des Kniegelenkes: Innenband [Lig. collaterale tibiale]";"Binnenschädigung des Kniegelenkes [internal derangement]";"Chronische Instabilität des Kniegelenkes";"13";"2015"
"M23.54";"Chronische Instabilität des Kniegelenkes: Außenband [Lig. collaterale fibulare]";"Binnenschädigung des Kniegelenkes [internal derangement]";"Chronische Instabilität des Kniegelenkes";"13";"2015"
"M23.55";"Chronische Instabilität des Kniegelenkes: Hinterhorn des Außenmeniskus";"P";"P";"13";"2012"
"M23.56";"Chronische Instabilität des Kniegelenkes: Sonstiger und nicht näher bezeichneter Teil des Außenmeniskus";"P";"P";"13";"2012"
"M23.57";"Chronische Instabilität des Kniegelenkes: Kapselband";"Binnenschädigung des Kniegelenkes [internal derangement]";"Chronische Instabilität des Kniegelenkes";"13";"2015"
"M23.59";"Chronische Instabilität des Kniegelenkes: Nicht näher bezeichnetes Band";"Binnenschädigung des Kniegelenkes [internal derangement]";"Chronische Instabilität des Kniegelenkes";"13";"2015"
"M23.6";"Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes";"Binnenschädigung des Kniegelenkes [internal derangement]";"Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes";"13";"2015"
"M23.60";"Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes: Mehrere Lokalisationen";"Binnenschädigung des Kniegelenkes [internal derangement]";"Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes";"13";"2015"
"M23.61";"Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes: Vorderes Kreuzband";"Binnenschädigung des Kniegelenkes [internal derangement]";"Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes";"13";"2015"
"M23.62";"Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes: Hinteres Kreuzband";"Binnenschädigung des Kniegelenkes [internal derangement]";"Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes";"13";"2015"
"M23.63";"Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes: Innenband [Lig. collaterale tibiale]";"Binnenschädigung des Kniegelenkes [internal derangement]";"Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes";"13";"2015"
"M23.64";"Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes: Außenband [Lig. collaterale fibulare]";"Binnenschädigung des Kniegelenkes [internal derangement]";"Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes";"13";"2015"
"M23.67";"Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes: Kapselband";"Binnenschädigung des Kniegelenkes [internal derangement]";"Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes";"13";"2015"
"M23.69";"Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes: Nicht näher bezeichnetes Band";"Binnenschädigung des Kniegelenkes [internal derangement]";"Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes";"13";"2015"
"M23.8";"Sonstige Binnenschädigungen des Kniegelenkes";"Binnenschädigung des Kniegelenkes [internal derangement]";"Sonstige Binnenschädigungen des Kniegelenkes";"13";"2015"
"M23.80";"Sonstige Binnenschädigungen des Kniegelenkes: Mehrere Lokalisationen";"Binnenschädigung des Kniegelenkes [internal derangement]";"Sonstige Binnenschädigungen des Kniegelenkes";"13";"2015"
"M23.81";"Sonstige Binnenschädigungen des Kniegelenkes: Vorderes Kreuzband";"Binnenschädigung des Kniegelenkes [internal derangement]";"Sonstige Binnenschädigungen des Kniegelenkes";"13";"2015"
"M23.82";"Sonstige Binnenschädigungen des Kniegelenkes: Hinteres Kreuzband";"Binnenschädigung des Kniegelenkes [internal derangement]";"Sonstige Binnenschädigungen des Kniegelenkes";"13";"2015"
"M23.83";"Sonstige Binnenschädigungen des Kniegelenkes: Innenband [Lig. collaterale tibiale]";"Binnenschädigung des Kniegelenkes [internal derangement]";"Sonstige Binnenschädigungen des Kniegelenkes";"13";"2015"
"M23.84";"Sonstige Binnenschädigungen des Kniegelenkes: Außenband [Lig. collaterale fibulare]";"Binnenschädigung des Kniegelenkes [internal derangement]";"Sonstige Binnenschädigungen des Kniegelenkes";"13";"2015"
"M23.85";"Sonstige Binnenschädigungen des Kniegelenkes: Hinterhorn des Außenmeniskus";"P";"P";"13";"2012"
"M23.86";"Sonstige Binnenschädigungen des Kniegelenkes: Sonstiger und nicht näher bezeichneter Teil des Außenmeniskus";"P";"P";"13";"2012"
"M23.87";"Sonstige Binnenschädigungen des Kniegelenkes: Kapselband";"Binnenschädigung des Kniegelenkes [internal derangement]";"Sonstige Binnenschädigungen des Kniegelenkes";"13";"2015"
"M23.89";"Sonstige Binnenschädigungen des Kniegelenkes: Nicht näher bezeichnetes Band";"Binnenschädigung des Kniegelenkes [internal derangement]";"Sonstige Binnenschädigungen des Kniegelenkes";"13";"2015"
"M23.9";"Binnenschädigung des Kniegelenkes, nicht näher bezeichnet";"Binnenschädigung des Kniegelenkes [internal derangement]";"Binnenschädigung des Kniegelenkes, nicht näher bezeichnet";"13";"2015"
"M23.90";"Binnenschädigung des Kniegelenkes, nicht näher bezeichnet: Mehrere Lokalisationen";"Binnenschädigung des Kniegelenkes [internal derangement]";"Binnenschädigung des Kniegelenkes, nicht näher bezeichnet";"13";"2015"
